Date,Month,Channel,Owner,TruckName,Pack Size,DutyCycle,SKU,TotalMileage,Software,Distribution,IUPR,Cost of Sales,Price,Ppk
1/1/2012,12-Jan,Hypermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,1110,66560,74.44,0.7444,169.1,59.96,0.5996
1/1/2012,12-Jan,Hypermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,4274,232250,99.27,0.9927,590.06,54.34,0.5434
1/1/2012,12-Jan,Hypermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,227,35113,70.54,0.7054,89.21,154.68,1.5468
1/1/2012,12-Jan,Hypermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,148,14483,14.73,0.1473,36.8,97.86,0.9786
1/1/2012,12-Jan,Hypermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,1331,115142,97.42,0.9742,292.53,86.51,0.8651
1/1/2012,12-Jan,Hypermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,560,48662,81.5,0.815,123.63,86.9,0.869
1/1/2012,12-Jan,Hypermarkets,ISB,Theta,12,High,Theta 12 Pack High,3019,270482,97.54,0.9754,687.19,89.59,0.8959
1/1/2012,12-Jan,Hypermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,6162,459584,98.66,0.9866,1167.62,74.58,0.7458
1/1/2012,12-Jan,Hypermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,19510,1192012,97.57,0.9757,3028.43,61.1,0.611
1/1/2012,12-Jan,Hypermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,2146,136186,98.05,0.9805,346,63.46,0.6346
1/1/2012,12-Jan,Hypermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,635,54928,64.62,0.6462,139.55,86.5,0.865
1/1/2012,12-Jan,Hypermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,2543,181748,93.3,0.933,461.75,71.47,0.7147
1/1/2012,12-Jan,Hypermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1150,129909,98.67,0.9867,330.05,112.96,1.1296
1/1/2012,12-Jan,Hypermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,616,71649,55.93,0.5593,182.03,116.31,1.1631
1/1/2012,12-Jan,Hypermarkets,ISF,Beta,12,High,Beta 12 Pack High,2461,278937,92.23,0.9223,708.67,113.34,1.1334
1/1/2012,12-Jan,Hypermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,10500,992773,99.47,0.9947,2522.24,94.55,0.9455
1/1/2012,12-Jan,Hypermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,5732,524068,96.62,0.9662,1331.45,91.43,0.9143
1/1/2012,12-Jan,Hypermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,981,98698,56.94,0.5694,250.75,100.61,1.0061
1/1/2012,12-Jan,Hypermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,1110,69047,94.26,0.9426,175.42,62.2,0.622
1/1/2012,12-Jan,Hypermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,1108,87690,96.8,0.968,222.79,79.14,0.7914
1/1/2012,12-Jan,Hypermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,6124,408776,99.08,0.9908,1038.54,66.75,0.6675
1/1/2012,12-Jan,Hypermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,4766,300100,94.74,0.9474,762.44,62.97,0.6297
1/1/2012,12-Jan,Hypermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,668,54362,78.61,0.7861,138.11,81.38,0.8138
1/1/2012,12-Jan,Supermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,1102,63254,22.58,0.2258,160.7,57.4,0.574
1/1/2012,12-Jan,Supermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,1069,44266,3.68,0.0368,112.46,41.41,0.4141
1/1/2012,12-Jan,Supermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,4058,291440,24.2,0.242,740.44,71.82,0.7182
1/1/2012,12-Jan,Supermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,341,33152,9.11,0.0911,84.23,97.22,0.9722
1/1/2012,12-Jan,Supermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,1850,170408,30.43,0.3043,432.94,92.11,0.9211
1/1/2012,12-Jan,Supermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,15122,1004549,46.58,0.4658,2552.16,66.43,0.6643
1/1/2012,12-Jan,Supermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,13765,838869,35.72,0.3572,2131.24,60.94,0.6094
1/1/2012,12-Jan,Supermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,338,58094,12.31,0.1231,147.59,171.88,1.7188
1/1/2012,12-Jan,Supermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,796,123485,21.36,0.2136,313.73,155.13,1.5513
1/1/2012,12-Jan,Supermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,334,26230,12.87,0.1287,66.64,78.53,0.7853
1/1/2012,12-Jan,Supermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,454,25529,6.36,0.0636,64.86,56.23,0.5623
1/1/2012,12-Jan,Supermarkets,ISB,Iota,12,High,Iota 12 Pack High,321,31796,11.93,0.1193,80.78,99.05,0.9905
1/1/2012,12-Jan,Supermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,799,73072,23.49,0.2349,185.65,91.45,0.9145
1/1/2012,12-Jan,Supermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,503,32162,11.12,0.1112,81.71,63.94,0.6394
1/1/2012,12-Jan,Supermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,2254,128579,21.7,0.217,326.67,57.04,0.5704
1/1/2012,12-Jan,Supermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,308,50662,10.58,0.1058,128.71,164.49,1.6449
1/1/2012,12-Jan,Supermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,257,26501,7.51,0.0751,67.33,103.12,1.0312
1/1/2012,12-Jan,Supermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,51985,3173186,63.86,0.6386,8061.81,61.04,0.6104
1/1/2012,12-Jan,Supermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,188,16791,6.03,0.0603,42.66,89.31,0.8931
1/1/2012,12-Jan,Supermarkets,ISB,Theta,12,High,Theta 12 Pack High,1513,144281,20.23,0.2023,366.56,95.36,0.9536
1/1/2012,12-Jan,Supermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,7041,547865,39.25,0.3925,1391.91,77.81,0.7781
1/1/2012,12-Jan,Supermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,11843,752158,35.91,0.3591,1910.93,63.51,0.6351
1/1/2012,12-Jan,Supermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,1152,81457,21.24,0.2124,206.95,70.71,0.7071
1/1/2012,12-Jan,Supermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,9270,674228,49.52,0.4952,1712.95,72.73,0.7273
1/1/2012,12-Jan,Supermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,413,31065,6.03,0.0603,78.92,75.22,0.7522
1/1/2012,12-Jan,Supermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,5309,548104,55.02,0.5502,1392.52,103.24,1.0324
1/1/2012,12-Jan,Supermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,212,27401,4.86,0.0486,69.61,129.25,1.2925
1/1/2012,12-Jan,Supermarkets,ISF,Beta,12,High,Beta 12 Pack High,1174,146846,18.34,0.1834,373.08,125.08,1.2508
1/1/2012,12-Jan,Supermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,7760,762876,37.3,0.373,1938.17,98.31,0.9831
1/1/2012,12-Jan,Supermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,2705,265468,24.59,0.2459,674.45,98.14,0.9814
1/1/2012,12-Jan,Supermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,142,18226,2.8,0.028,46.3,128.35,1.2835
1/1/2012,12-Jan,Supermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,1235,77930,21.25,0.2125,197.99,63.1,0.631
1/1/2012,12-Jan,Supermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,5306,333943,16.42,0.1642,848.42,62.94,0.6294
1/1/2012,12-Jan,Supermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,7027,494364,35.72,0.3572,1255.98,70.35,0.7035
1/1/2012,12-Jan,Supermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,802,59786,15.72,0.1572,151.9,74.55,0.7455
1/1/2012,12-Jan,Supermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,518,43064,13.44,0.1344,109.41,83.14,0.8314
1/2/2012,12-Feb,Hypermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,2224,124404,97.79,0.9779,316.06,55.94,0.5594
1/2/2012,12-Feb,Hypermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,1382,59195,14.83,0.1483,150.39,42.83,0.4283
1/2/2012,12-Feb,Hypermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,431,37775,63.84,0.6384,95.97,87.65,0.8765
1/2/2012,12-Feb,Hypermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,335,30106,67.85,0.6785,76.49,89.87,0.8987
1/2/2012,12-Feb,Hypermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,2527,224714,97.66,0.9766,570.91,88.93,0.8893
1/2/2012,12-Feb,Hypermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,7494,536661,99.57,0.9957,1363.44,71.61,0.7161
1/2/2012,12-Feb,Hypermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,9690,630064,99.88,0.9988,1600.74,65.02,0.6502
1/2/2012,12-Feb,Hypermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,494,81200,89.85,0.8985,206.3,164.37,1.6437
1/2/2012,12-Feb,Hypermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,738,109342,92.27,0.9227,277.79,148.16,1.4816
1/2/2012,12-Feb,Hypermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,874,62660,94.76,0.9476,159.19,71.69,0.7169
1/2/2012,12-Feb,Hypermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,984,52254,61.03,0.6103,132.76,53.1,0.531
1/2/2012,12-Feb,Hypermarkets,ISB,Iota,12,High,Iota 12 Pack High,602,57101,90.23,0.9023,145.07,94.85,0.9485
1/2/2012,12-Feb,Hypermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,987,87184,97.77,0.9777,221.5,88.33,0.8833
1/2/2012,12-Feb,Hypermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,946,56863,71.63,0.7163,144.47,60.11,0.6011
1/2/2012,12-Feb,Hypermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,3869,213119,98.13,0.9813,541.45,55.08,0.5508
1/2/2012,12-Feb,Hypermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,287,44875,69.7,0.697,114.01,156.36,1.5636
1/2/2012,12-Feb,Hypermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,208,21077,18.39,0.1839,53.55,101.33,1.0133
1/2/2012,12-Feb,Hypermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,839,74913,93.57,0.9357,190.33,89.29,0.8929
1/2/2012,12-Feb,Hypermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,476,41520,64.64,0.6464,105.49,87.23,0.8723
1/2/2012,12-Feb,Hypermarkets,ISB,Theta,12,High,Theta 12 Pack High,2552,232287,98.26,0.9826,590.15,91.02,0.9102
1/2/2012,12-Feb,Hypermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,6629,493705,98.02,0.9802,1254.31,74.48,0.7448
1/2/2012,12-Feb,Hypermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,21785,1355996,99.95,0.9995,3445.05,62.24,0.6224
1/2/2012,12-Feb,Hypermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,1952,125944,98.57,0.9857,319.97,64.52,0.6452
1/2/2012,12-Feb,Hypermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,607,52906,59.99,0.5999,134.41,87.16,0.8716
1/2/2012,12-Feb,Hypermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,2291,171545,92.92,0.9292,435.83,74.88,0.7488
1/2/2012,12-Feb,Hypermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1503,173512,99.69,0.9969,440.83,115.44,1.1544
1/2/2012,12-Feb,Hypermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,478,56516,47.98,0.4798,143.59,118.23,1.1823
1/2/2012,12-Feb,Hypermarkets,ISF,Beta,12,High,Beta 12 Pack High,1907,221827,81.47,0.8147,563.57,116.32,1.1632
1/2/2012,12-Feb,Hypermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,6372,632075,99.27,0.9927,1605.85,99.2,0.992
1/2/2012,12-Feb,Hypermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,4889,473168,96.48,0.9648,1202.14,96.78,0.9678
1/2/2012,12-Feb,Hypermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,769,78460,50.09,0.5009,199.33,102.03,1.0203
1/2/2012,12-Feb,Hypermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,944,58958,92.79,0.9279,149.79,62.46,0.6246
1/2/2012,12-Feb,Hypermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,1208,96201,96.64,0.9664,244.41,79.64,0.7964
1/2/2012,12-Feb,Hypermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,4352,301615,98.83,0.9883,766.28,69.3,0.693
1/2/2012,12-Feb,Hypermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,4454,294689,94.36,0.9436,748.69,66.16,0.6616
1/2/2012,12-Feb,Hypermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,779,60680,75.1,0.751,154.16,77.89,0.7789
1/2/2012,12-Feb,Supermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,1120,63668,21.74,0.2174,161.75,56.85,0.5685
1/2/2012,12-Feb,Supermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,1202,49797,3.88,0.0388,126.52,41.43,0.4143
1/2/2012,12-Feb,Supermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,5477,370983,24.74,0.2474,942.52,67.73,0.6773
1/2/2012,12-Feb,Supermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,328,31780,9.83,0.0983,80.74,96.89,0.9689
1/2/2012,12-Feb,Supermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,1928,181424,32.38,0.3238,460.93,94.1,0.941
1/2/2012,12-Feb,Supermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,11378,814598,40.59,0.4059,2069.57,71.59,0.7159
1/2/2012,12-Feb,Supermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,12067,764862,38.62,0.3862,1943.21,63.38,0.6338
1/2/2012,12-Feb,Supermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,407,70373,13.62,0.1362,178.79,172.91,1.7291
1/2/2012,12-Feb,Supermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,802,128052,23.9,0.239,325.33,159.67,1.5967
1/2/2012,12-Feb,Supermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,405,32087,12.83,0.1283,81.52,79.23,0.7923
1/2/2012,12-Feb,Supermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,718,40725,7.52,0.0752,103.46,56.72,0.5672
1/2/2012,12-Feb,Supermarkets,ISB,Iota,12,High,Iota 12 Pack High,364,36394,12.26,0.1226,92.46,99.98,0.9998
1/2/2012,12-Feb,Supermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,948,88121,26.1,0.261,223.88,92.95,0.9295
1/2/2012,12-Feb,Supermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,622,39874,12.07,0.1207,101.3,64.11,0.6411
1/2/2012,12-Feb,Supermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,2113,124285,23.74,0.2374,315.76,58.82,0.5882
1/2/2012,12-Feb,Supermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,344,56143,12.87,0.1287,142.64,163.21,1.6321
1/2/2012,12-Feb,Supermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,304,31810,7.59,0.0759,80.81,104.64,1.0464
1/2/2012,12-Feb,Supermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,51754,3157097,65.62,0.6562,8020.93,61,0.61
1/2/2012,12-Feb,Supermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,175,15739,5.74,0.0574,39.99,89.94,0.8994
1/2/2012,12-Feb,Supermarkets,ISB,Theta,12,High,Theta 12 Pack High,1611,153268,21.38,0.2138,389.39,95.14,0.9514
1/2/2012,12-Feb,Supermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,10440,793966,42.35,0.4235,2017.15,76.05,0.7605
1/2/2012,12-Feb,Supermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,12053,778720,37.11,0.3711,1978.42,64.61,0.6461
1/2/2012,12-Feb,Supermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,1066,74641,24.27,0.2427,189.63,70.02,0.7002
1/2/2012,12-Feb,Supermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,9500,696141,53.98,0.5398,1768.62,73.28,0.7328
1/2/2012,12-Feb,Supermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,356,30385,6.91,0.0691,77.2,85.35,0.8535
1/2/2012,12-Feb,Supermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,6641,691067,58.54,0.5854,1755.73,104.06,1.0406
1/2/2012,12-Feb,Supermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,286,35711,6.73,0.0673,90.73,124.86,1.2486
1/2/2012,12-Feb,Supermarkets,ISF,Beta,12,High,Beta 12 Pack High,1055,135459,17.45,0.1745,344.15,128.4,1.284
1/2/2012,12-Feb,Supermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,5560,593438,38.13,0.3813,1507.69,106.73,1.0673
1/2/2012,12-Feb,Supermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,2836,288907,26.3,0.263,734,101.87,1.0187
1/2/2012,12-Feb,Supermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,157,20148,2.74,0.0274,51.19,128.33,1.2833
1/2/2012,12-Feb,Supermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,1545,98548,23.44,0.2344,250.37,63.79,0.6379
1/2/2012,12-Feb,Supermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,623,55564,14.04,0.1404,141.17,89.19,0.8919
1/2/2012,12-Feb,Supermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,6217,443043,38.58,0.3858,1125.59,71.26,0.7126
1/2/2012,12-Feb,Supermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,1523,110704,19.4,0.194,281.26,72.69,0.7269
1/2/2012,12-Feb,Supermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,381,31331,10.7,0.107,79.6,82.23,0.8223
1/3/2012,12-Mar,Hypermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,2632,142676,98.43,0.9843,362.48,54.21,0.5421
1/3/2012,12-Mar,Hypermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,971,42566,14.21,0.1421,108.14,43.84,0.4384
1/3/2012,12-Mar,Hypermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,409,34419,42.2,0.422,87.44,84.15,0.8415
1/3/2012,12-Mar,Hypermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,456,39170,70.65,0.7065,99.52,85.9,0.859
1/3/2012,12-Mar,Hypermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,3041,265455,99.12,0.9912,674.42,87.29,0.8729
1/3/2012,12-Mar,Hypermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,5430,384917,99.94,0.9994,977.92,70.89,0.7089
1/3/2012,12-Mar,Hypermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,13929,871382,99.95,0.9995,2213.84,62.56,0.6256
1/3/2012,12-Mar,Hypermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,715,113033,90.59,0.9059,287.17,158.09,1.5809
1/3/2012,12-Mar,Hypermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,900,132425,97.65,0.9765,336.44,147.14,1.4714
1/3/2012,12-Mar,Hypermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,874,61645,94.86,0.9486,156.61,70.53,0.7053
1/3/2012,12-Mar,Hypermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,832,44476,43.96,0.4396,113,53.46,0.5346
1/3/2012,12-Mar,Hypermarkets,ISB,Iota,12,High,Iota 12 Pack High,532,51726,94.87,0.9487,131.42,97.23,0.9723
1/3/2012,12-Mar,Hypermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,1024,89608,96.72,0.9672,227.66,87.51,0.8751
1/3/2012,12-Mar,Hypermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,874,53005,74.02,0.7402,134.66,60.65,0.6065
1/3/2012,12-Mar,Hypermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,4307,235536,97.77,0.9777,598.4,54.69,0.5469
1/3/2012,12-Mar,Hypermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,331,53035,79.42,0.7942,134.74,160.23,1.6023
1/3/2012,12-Mar,Hypermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,208,21114,18.68,0.1868,53.64,101.51,1.0151
1/3/2012,12-Mar,Hypermarkets,ISB,Theta,8,Standard,Theta 8 Pack Standard,825,73586,98.53,0.9853,186.95,89.2,0.892
1/3/2012,12-Mar,Hypermarkets,ISB,Theta,12,Low,Theta 12 Pack Low,532,46369,64.13,0.6413,117.8,87.16,0.8716
1/3/2012,12-Mar,Hypermarkets,ISB,Theta,12,High,Theta 12 Pack High,2224,203990,99.65,0.9965,518.26,91.72,0.9172
1/3/2012,12-Mar,Hypermarkets,ISB,Theta,12,Standard,Theta 12 Pack Standard,4582,342473,98.19,0.9819,870.09,74.74,0.7474
1/3/2012,12-Mar,Hypermarkets,ISB,Theta,18,Standard,Theta 18 Pack Standard,29137,1756826,99.7,0.997,4463.4,60.3,0.603
1/3/2012,12-Mar,Hypermarkets,PickUp,Gamma,12,Standard,Gamma 12 Pack Standard,2465,150517,98.89,0.9889,382.4,61.06,0.6106
1/3/2012,12-Mar,Hypermarkets,CabChasis,Alpha,12,Standard,Alpha 12 Pack Standard,1131,91363,62.58,0.6258,232.12,80.78,0.8078
1/3/2012,12-Mar,Hypermarkets,CabChasis,Alpha,18,Standard,Alpha 18 Pack Standard,2626,186419,90.63,0.9063,473.62,70.99,0.7099
1/3/2012,12-Mar,Hypermarkets,ISF,Beta,8,Standard,Beta 8 Pack Standard,1401,160407,98.06,0.9806,407.53,114.49,1.1449
1/3/2012,12-Mar,Hypermarkets,ISF,Beta,12,Low,Beta 12 Pack Low,447,52975,43.92,0.4392,134.59,118.51,1.1851
1/3/2012,12-Mar,Hypermarkets,ISF,Beta,12,High,Beta 12 Pack High,1922,224321,80.36,0.8036,569.91,116.71,1.1671
1/3/2012,12-Mar,Hypermarkets,ISF,Beta,12,Standard,Beta 12 Pack Standard,4710,476918,99.94,0.9994,1211.66,101.26,1.0126
1/3/2012,12-Mar,Hypermarkets,ISF,Beta,18,Standard,Beta 18 Pack Standard,7606,692161,96.65,0.9665,1758.5,91,0.91
1/3/2012,12-Mar,Hypermarkets,ISF,Beta,60,Standard,Beta 60 Pack Standard,738,74387,44.38,0.4438,188.99,100.8,1.008
1/3/2012,12-Mar,Hypermarkets,Ventura,Omega,12,Standard,Omega 12 Pack Standard,725,44535,91.49,0.9149,113.15,61.43,0.6143
1/3/2012,12-Mar,Hypermarkets,ISL,Kappa,8,Standard,Kappa 8 Pack Standard,1100,85241,94.76,0.9476,216.56,77.49,0.7749
1/3/2012,12-Mar,Hypermarkets,ISL,Kappa,12,Standard,Kappa 12 Pack Standard,3625,246346,99.67,0.9967,625.87,67.96,0.6796
1/3/2012,12-Mar,Hypermarkets,ISL,Kappa,18,Standard,Kappa 18 Pack Standard,22009,1251611,98.36,0.9836,3179.84,56.87,0.5687
1/3/2012,12-Mar,Hypermarkets,Vanguard,Pi,12,High,Pi 12 Pack High,528,42838,70.41,0.7041,108.83,81.13,0.8113
1/3/2012,12-Mar,Supermarkets,ISX,Delta,12,Standard,Delta 12 Pack Standard,851,50540,21.45,0.2145,128.41,59.39,0.5939
1/3/2012,12-Mar,Supermarkets,ISX,Eta,12,Standard,Eta 12 Pack Standard,891,38150,4.05,0.0405,96.92,42.82,0.4282
1/3/2012,12-Mar,Supermarkets,ISX,Omicron,8,Standard,Omicron 8 Pack Standard,37114,2262898,47.63,0.4763,5749.13,60.97,0.6097
1/3/2012,12-Mar,Supermarkets,ISX,Omicron,12,Low,Omicron 12 Pack Low,479,45130,13.63,0.1363,114.65,94.22,0.9422
1/3/2012,12-Mar,Supermarkets,ISX,Omicron,12,High,Omicron 12 Pack High,3122,283393,35.76,0.3576,719.99,90.77,0.9077
1/3/2012,12-Mar,Supermarkets,ISX,Omicron,12,Standard,Omicron 12 Pack Standard,8398,612181,42.56,0.4256,1555.31,72.9,0.729
1/3/2012,12-Mar,Supermarkets,ISX,Omicron,18,Standard,Omicron 18 Pack Standard,11791,748190,40.03,0.4003,1900.85,63.45,0.6345
1/3/2012,12-Mar,Supermarkets,ISX,Sigma,12,High,Sigma 12 Pack High,490,83741,16.11,0.1611,212.75,170.9,1.709
1/3/2012,12-Mar,Supermarkets,ISX,Sigma,12,Standard,Sigma 12 Pack Standard,1039,158799,28.26,0.2826,403.45,152.84,1.5284
1/3/2012,12-Mar,Supermarkets,ISX,Tau,12,Standard,Tau 12 Pack Standard,431,32393,14.85,0.1485,82.3,75.16,0.7516
1/3/2012,12-Mar,Supermarkets,ISB,Epsilon,12,Standard,Epsilon 12 Pack Standard,503,28957,7.52,0.0752,73.57,57.57,0.5757
1/3/2012,12-Mar,Supermarkets,ISB,Iota,12,High,Iota 12 Pack High,319,32588,13.96,0.1396,82.79,102.16,1.0216
1/3/2012,12-Mar,Supermarkets,ISB,Iota,12,Standard,Iota 12 Pack Standard,1159,105179,30.92,0.3092,267.22,90.75,0.9075
1/3/2012,12-Mar,Supermarkets,ISB,Lambda,8,Standard,Lambda 8 Pack Standard,610,40189,12.05,0.1205,102.1,65.88,0.6588
1/3/2012,12-Mar,Supermarkets,ISB,Lambda,12,Standard,Lambda 12 Pack Standard,1945,115352,24.79,0.2479,293.06,59.31,0.5931
1/3/2012,12-Mar,Supermarkets,ISB,Mu,12,Standard,Mu 12 Pack Standard,413,68893,17.01,0.1701,175.03,166.81,1.6681
1/3/2012,12-Mar,Supermarkets,ISB,Theta,6,Standard,Theta 6 Pack Standard,270,28109,7.71,0.0771,71.41,104.11,1.0411
